Rows,Cols,Energy,TOPS,Time,Power Density
40,84,8.97750e-14,7.79297e-01,1.02815e-04,6.99614e-02
40,88,9.14625e-14,8.16406e-01,9.81416e-05,7.46706e-02
40,92,9.31500e-14,8.53516e-01,9.38746e-05,7.95050e-02
40,96,9.48375e-14,8.90625e-01,8.99632e-05,8.44646e-02
40,100,9.65250e-14,9.27734e-01,8.63647e-05,8.95496e-02
40,104,9.82125e-14,9.64844e-01,8.30429e-05,9.47597e-02
40,108,9.99000e-14,1.00195e+00,7.99673e-05,1.00095e-01
40,112,1.01588e-13,1.03906e+00,7.71113e-05,1.05556e-01
40,116,1.03275e-13,1.07617e+00,7.44523e-05,1.11142e-01
40,120,1.04963e-13,1.11328e+00,7.19705e-05,1.16853e-01
40,124,1.06650e-13,1.15039e+00,6.96489e-05,1.22689e-01
40,128,1.08338e-13,1.18750e+00,6.74724e-05,1.28651e-01
44,4,6.14588e-14,4.08203e-02,1.96283e-03,2.50877e-03
44,8,6.31463e-14,8.16406e-02,9.81416e-04,5.15530e-03
44,12,6.48338e-14,1.22461e-01,6.54278e-04,7.93960e-03
44,16,6.65213e-14,1.63281e-01,4.90708e-04,1.08617e-02
44,20,6.82088e-14,2.04102e-01,3.92567e-04,1.39215e-02
44,24,6.98963e-14,2.44922e-01,3.27139e-04,1.71191e-02
44,28,7.15838e-14,2.85742e-01,2.80405e-04,2.04545e-02
44,32,7.32713e-14,3.26562e-01,2.45354e-04,2.39276e-02
44,36,7.49588e-14,3.67383e-01,2.18093e-04,2.75386e-02
44,40,7.66463e-14,4.08203e-01,1.96283e-04,3.12872e-02
44,44,7.83338e-14,4.49023e-01,1.78439e-04,3.51737e-02
44,48,8.00213e-14,4.89844e-01,1.63569e-04,3.91979e-02
44,52,8.17088e-14,5.30664e-01,1.50987e-04,4.33599e-02
44,56,8.33963e-14,5.71484e-01,1.40202e-04,4.76597e-02
44,60,8.50838e-14,6.12305e-01,1.30856e-04,5.20972e-02
44,64,8.67713e-14,6.53125e-01,1.22677e-04,5.66725e-02
44,68,8.84588e-14,6.93945e-01,1.15461e-04,6.13855e-02
44,72,9.01463e-14,7.34766e-01,1.09046e-04,6.62364e-02
44,76,9.18338e-14,7.75586e-01,1.03307e-04,7.12250e-02
44,80,9.35213e-14,8.16406e-01,9.81416e-05,7.63513e-02
44,84,9.52088e-14,8.57227e-01,9.34682e-05,8.16155e-02
44,88,9.68963e-14,8.98047e-01,8.92197e-05,8.70174e-02
44,92,9.85838e-14,9.38867e-01,8.53406e-05,9.25570e-02
44,96,1.00271e-13,9.79687e-01,8.17847e-05,9.82345e-02
44,100,1.01959e-13,1.02051e+00,7.85133e-05,1.04050e-01
44,104,1.03646e-13,1.06133e+00,7.54936e-05,1.10003e-01
44,108,1.05334e-13,1.10215e+00,7.26975e-05,1.16093e-01
44,112,1.07021e-13,1.14297e+00,7.01012e-05,1.22322e-01
44,116,1.08709e-13,1.18379e+00,6.76839e-05,1.28688e-01
44,120,1.10396e-13,1.22461e+00,6.54278e-05,1.35192e-01
44,124,1.12084e-13,1.26543e+00,6.33172e-05,1.41834e-01
44,128,1.13771e-13,1.30625e+00,6.13385e-05,1.48614e-01
48,4,6.68925e-14,4.45312e-02,1.79926e-03,2.97881e-03
48,8,6.85800e-14,8.90625e-02,8.99632e-04,6.10791e-03
48,12,7.02675e-14,1.33594e-01,5.99755e-04,9.38730e-03
48,16,7.19550e-14,1.78125e-01,4.49816e-04,1.28170e-02
48,20,7.36425e-14,2.22656e-01,3.59853e-04,1.63970e-02
48,24,7.53300e-14,2.67187e-01,2.99877e-04,2.01272e-02
48,28,7.70175e-14,3.11719e-01,2.57038e-04,2.40078e-02
48,32,7.87050e-14,3.56250e-01,2.24908e-04,2.80387e-02
